pid,creator_email,project_name,tag,project_date,day_of_week,start_time,end_time,curr_capacity,goal_capacity,city,state,description
9454,a.facilisis@aliquamarcuAliquam.edu,Hunger Charity,Animals,8/11/2018,sunday,12,13,0,10,St. Petersburg,VA,
9455,enim.gravida@sapien.net,Education Charity Auction,Environment,7/28/2017,friday,7,9,0,22,Fort Collins,OH,
9456,fringilla.purus@dapibus.ca,Politics Foundation,Environment,1/30/2018,saturday,8,9,0,20,Cedar Rapids,OK,
9457,eget.nisi.dictum@dictumauguemalesuada.com,Disaster Relief Charity Auction,Environment,2/15/2019,wednesday,13,15,0,3,Kearney,WY,
9458,magnis.dis@nibhlacinia.ca,Environment Social Media Fundraising,Faith-based,3/1/2017,sunday,10,12,0,5,Montpelier,DE,
9459,nulla@Etiamlaoreet.ca,Environment Social Media Fundraising,Education,10/20/2017,friday,15,18,0,19,Lansing,TX,
9460,at.velit@tempusrisusDonec.ca,Hunger Walk,Technology,3/8/2019,sunday,7,9,0,11,Metairie,IL,
9461,Fusce.aliquet.magna@rutrumjustoPraesent.org,Health Guest Speaker,Disaster Relief,9/21/2017,thursday,14,16,0,5,Cedar Rapids,MN,
9462,Aliquam.vulputate.ullamcorper@DonectinciduntDonec.co.uk,LGBT Guest Speaker,LGBT,5/23/2018,saturday,7,8,0,8,Augusta,AL,
9463,ultricies@pedeCras.org,Faith-based Guest Speaker,International,2/28/2018,tuesday,8,11,0,24,Nashville,HI,
9464,ridiculus@luctuset.org,LGBT Social Media Fundraising,Technology,6/9/2018,friday,10,11,0,20,Salt Lake City,PA,
9465,amet.metus.Aliquam@sitamet.ca,Health Foundation,Sports,1/27/2018,saturday,17,19,0,5,Fort Collins,DE,
9466,tincidunt@porttitoreros.net,Women Drive,Disaster Relief,8/6/2018,friday,15,18,0,14,Bangor,CO,
9467,convallis@lectussit.co.uk,Faith-based Drive,Human Rights,3/29/2017,sunday,12,13,0,3,Des Moines,MN,
9468,est.ac@PhasellusnullaInteger.co.uk,Hunger Social Media Fundraising,Homeless,8/20/2018,friday,16,17,0,4,South Bend,KS,
9469,eget@egestasAliquam.edu,Technology Charity,Seniors,11/2/2018,tuesday,14,17,0,17,Olympia,IN,
9470,lobortis.quam.a@nibhdolornonummy.co.uk,Sports Guest Speaker,Women,3/11/2017,thursday,11,12,0,13,Rockford,OK,
9471,amet@orciUt.ca,Youth Guest Speaker,Arts and Crafts,4/8/2019,thursday,7,10,0,12,Kansas City,VT,
9472,egestas.Sed@elementumategestas.net,Faith-based Walk,Environment,7/8/2017,tuesday,15,18,0,19,Kailua,AR,
9473,volutpat.nunc.sit@ametultricies.net,Arts and Crafts Charity,Women,9/5/2017,friday,8,10,0,25,Wichita,IA,
9474,Sed@necdiam.edu,Arts and Crafts Charity Auction,Health,10/28/2018,friday,12,15,0,20,South Bend,LA,
9475,dignissim@tincidunttempusrisus.edu,Environment Drive,Disaster Relief,3/2/2017,friday,7,9,0,6,Covington,IA,
9476,sollicitudin.orci@mauris.com,Education Walk,Education,8/30/2017,wednesday,16,19,0,2,Aurora,OR,
9477,Nam.ligula@ornare.edu,Politics Social Media Fundraising,Politics,7/9/2017,monday,17,20,0,23,Cheyenne,CA,
9478,tellus.id.nunc@dolor.org,Faith-based Foundation,Homeless,7/31/2017,saturday,10,11,0,18,Great Falls,MA,
9479,eu@et.edu,Women Social Media Fundraising,Arts and Crafts,4/9/2019,friday,15,17,0,9,Bowling Green,WA,
9480,dolor.quam.elementum@arcuVestibulum.org,Disaster Relief Foundation,Women,8/25/2017,sunday,9,11,0,6,Jackson,OH,
9481,ultrices.posuere@Uttinciduntvehicula.net,Sports Walk,Seniors,4/4/2018,friday,9,12,0,6,Springfield,UT,
9482,non@vitaeodio.co.uk,Homeless Drive,Politics,12/1/2018,tuesday,8,10,0,10,South Bend,OK,
9483,tincidunt.neque@liberoatauctor.net,Animals Charity,Disaster Relief,7/27/2017,tuesday,8,11,0,16,Minneapolis,CA,
9484,nunc.ac.mattis@etnetuset.net,Human Rights Social Media Fundraising,Disaster Relief,2/9/2018,saturday,10,11,0,16,Columbus,AK,
9485,arcu.Vestibulum.ante@Maurisblandit.org,Human Rights Foundation,Youth,4/15/2017,thursday,16,18,0,8,Gulfport,GA,
9486,Etiam@maurisSuspendisse.net,International Walk,Youth,6/15/2018,sunday,9,12,0,7,Orlando,CO,
9487,neque.Sed.eget@quam.ca,LGBT Charity,LGBT,11/19/2017,friday,9,12,0,4,Overland Park,ME,
9488,parturient@quis.ca,International Drive,Homeless,5/30/2018,friday,12,14,0,23,Pike Creek,WA,
9489,eget@quamPellentesque.com,Technology Foundation,Sports,9/10/2018,friday,14,15,0,4,Cedar Rapids,HI,
9490,placerat.augue.Sed@dolor.co.uk,International Charity Auction,Human Rights,8/31/2018,friday,15,16,0,22,Nampa,ME,
9491,quis.arcu@tinciduntnequevitae.net,Disaster Relief Foundation,Youth,2/23/2017,thursday,16,18,0,18,Green Bay,IL,
9492,eu.neque.pellentesque@nondapibus.com,Education Social Media Fundraising,Health,9/8/2018,wednesday,8,11,0,2,San Francisco,LA,
9493,luctus@uteratSed.net,Homeless Guest Speaker,Human Rights,10/4/2017,thursday,15,18,0,8,Fairbanks,MD,
9494,volutpat.Nulla.facilisis@Aliquamtinciduntnunc.ca,Hunger Guest Speaker,Education,2/21/2018,saturday,10,11,0,6,Knoxville,NE,
9495,commodo.auctor.velit@euultricessit.org,Environment Guest Speaker,Faith-based,9/20/2017,saturday,8,11,0,23,South Bend,MO,
9496,velit.Quisque.varius@euismodurna.org,Politics Charity Auction,Youth,7/3/2018,thursday,14,16,0,15,San Antonio,AR,
9497,massa@dapibus.org,Arts and Crafts Walk,International,9/26/2018,sunday,10,12,0,20,San Jose,CT,
9498,tristique.neque@primisinfaucibus.net,Sports Charity,Human Rights,10/22/2017,saturday,17,20,0,14,Auburn,HI,
9499,metus@imperdietnonvestibulum.net,Youth Drive,Youth,12/10/2018,friday,16,17,0,23,North Las Vegas,OK,
9500,at.velit.Cras@risusvariusorci.co.uk,Environment Social Media Fundraising,Education,4/26/2017,sunday,15,18,0,25,Columbus,IA,
9501,justo.nec@a.edu,International Walk,Sports,10/29/2017,sunday,8,9,0,7,Grand Rapids,MI,
9502,Phasellus.vitae@elitNulla.co.uk,Faith-based Social Media Fundraising,Human Rights,1/3/2018,saturday,10,13,0,22,Southaven,PA,
9503,diam.Sed@fringilla.ca,LGBT Foundation,Youth,9/20/2017,monday,14,15,0,12,Nampa,KY,
9504,et@metusVivamuseuismod.net,Animals Guest Speaker,LGBT,8/8/2018,thursday,17,18,0,2,Lexington,MA,
9505,per.inceptos@duinectempus.co.uk,Hunger Walk,Arts and Crafts,2/20/2017,thursday,9,12,0,6,Biloxi,HI,
9506,Mauris@non.ca,Politics Walk,Youth,5/1/2018,wednesday,16,19,0,7,Glendale,FL,
9507,arcu.Vestibulum.ante@Maurisblandit.org,Animals Charity,Faith-based,8/18/2018,thursday,16,17,0,25,Baton Rouge,MS,
9508,nisi.nibh@ligula.edu,Education Walk,International,11/17/2017,thursday,11,12,0,16,Houston,AK,
9509,urna@purusgravidasagittis.com,Education Social Media Fundraising,Women,1/27/2017,sunday,9,11,0,24,Memphis,MS,
9510,a.malesuada.id@dictum.com,Arts and Crafts Charity Auction,International,11/18/2018,tuesday,9,12,0,5,Spokane,NV,
9511,diam@nisi.edu,Sports Social Media Fundraising,Faith-based,8/3/2017,monday,9,11,0,12,Virginia Beach,CT,
9512,orci.Phasellus@rutrumurna.net,Youth Social Media Fundraising,Youth,10/10/2017,friday,14,16,0,19,Bellevue,AK,
9513,erat.volutpat.Nulla@intempuseu.ca,Human Rights Drive,Human Rights,10/5/2018,monday,17,18,0,15,Georgia,MI,
9514,ullamcorper@mi.ca,Technology Charity Auction,Human Rights,4/7/2018,saturday,17,19,0,6,Gary,TX,
9515,pellentesque.Sed.dictum@lorem.com,Faith-based Foundation,LGBT,7/24/2018,tuesday,11,14,0,17,Clarksville,VT,
9516,Maecenas.malesuada@aliquetlobortisnisi.com,Technology Drive,LGBT,1/4/2019,friday,9,12,0,8,Stamford,MI,
9517,vel@anteblanditviverra.com,Education Walk,Sports,1/17/2017,sunday,10,12,0,14,Seattle,MI,
9518,lorem.ut@elitdictum.net,Education Drive,Health,7/31/2018,tuesday,15,16,0,5,Jonesboro,WI,
9519,lorem.ac@nequeet.org,Seniors Drive,International,7/12/2017,friday,15,16,0,21,Billings,UT,
9520,Vivamus.nisi.Mauris@euismodurnaNullam.net,Youth Charity Auction,Politics,10/18/2018,monday,13,15,0,13,Essex,GA,
9521,enim@Phasellus.com,Education Charity,Hunger,2/13/2019,saturday,16,17,0,22,Denver,NE,
9522,diam.Pellentesque@nuncrisus.co.uk,Human Rights Walk,Education,1/20/2017,sunday,16,17,0,8,Knoxville,MA,
9523,tortor.Nunc.commodo@feugiat.ca,Environment Social Media Fundraising,Arts and Crafts,1/9/2017,tuesday,12,15,0,17,Wichita,NV,
9524,tempor.erat.neque@nondapibusrutrum.edu,Environment Drive,LGBT,3/21/2019,monday,15,16,0,5,Hillsboro,KY,
9525,egestas.a@orciadipiscingnon.com,Human Rights Social Media Fundraising,Politics,12/9/2017,sunday,16,19,0,13,Sandy,OR,
9526,Aenean.egestas.hendrerit@accumsanlaoreet.co.uk,Education Charity Auction,Hunger,1/5/2018,sunday,11,12,0,4,Eugene,FL,
9527,Suspendisse.tristique.neque@auctorMaurisvel.net,Education Charity Auction,Education,2/18/2017,saturday,11,13,0,10,Mesa,FL,
9528,nunc.id.enim@amet.net,LGBT Social Media Fundraising,Politics,5/3/2018,sunday,7,8,0,19,Carson City,CO,
9529,diam@risus.com,LGBT Walk,Disaster Relief,7/31/2018,friday,7,8,0,3,Broken Arrow,CA,
9530,Curabitur@habitant.net,Environment Drive,Human Rights,1/17/2017,sunday,15,18,0,16,Pike Creek,HI,
9531,Quisque.porttitor@nec.co.uk,Technology Walk,Human Rights,3/2/2018,monday,7,9,0,16,Meridian,OR,
9532,ipsum@nonantebibendum.net,Politics Guest Speaker,Technology,3/28/2019,saturday,12,15,0,8,Columbia,KY,
9533,adipiscing.ligula@afelisullamcorper.net,Human Rights Walk,International,1/23/2017,sunday,12,14,0,18,Cincinnati,AL,
9534,Sed.eu@enim.ca,Sports Charity,Homeless,4/10/2017,tuesday,11,14,0,21,Burlington,UT,
9535,Duis@Aliquamrutrumlorem.com,Arts and Crafts Walk,LGBT,1/29/2019,sunday,13,14,0,7,Fairbanks,CO,
9536,massa@iaculisodioNam.ca,Faith-based Charity Auction,LGBT,2/11/2019,wednesday,9,11,0,2,Indianapolis,ME,
9537,et.libero.Proin@Pellentesqueultriciesdignissim.edu,Seniors Charity,International,10/29/2018,friday,17,20,0,20,Norman,HI,
9538,mi@Maurisvestibulum.edu,Women Charity Auction,LGBT,4/20/2017,thursday,10,12,0,15,Southaven,IL,
9539,enim@augue.org,LGBT Guest Speaker,Technology,11/3/2017,wednesday,12,15,0,17,Olathe,OK,
9540,mi.fringilla@Quisque.org,Human Rights Foundation,Women,3/8/2018,saturday,13,16,0,23,Newark,MS,
9541,hendrerit.id.ante@orciquis.ca,Environment Charity Auction,Education,1/19/2017,friday,11,14,0,16,Bellevue,MT,
9542,ultricies@ultricesposuerecubilia.edu,Hunger Charity Auction,Politics,2/21/2019,sunday,16,17,0,19,St. Petersburg,ME,
9543,Proin@NullafacilisisSuspendisse.com,Health Guest Speaker,Technology,12/2/2018,wednesday,13,16,0,24,Columbia,LA,
9544,et.malesuada.fames@netusetmalesuada.org,Disaster Relief Charity,Human Rights,9/8/2017,monday,15,18,0,2,Salem,MO,
9545,Curabitur.massa@fermentumfermentum.com,Women Charity,Politics,12/9/2017,tuesday,7,9,0,4,Indianapolis,CA,
9546,quis.turpis.vitae@ullamcorperviverraMaecenas.ca,Education Guest Speaker,Disaster Relief,3/4/2017,monday,17,18,0,4,Frederick,UT,
9547,id.risus@Mauris.ca,Arts and Crafts Guest Speaker,Arts and Crafts,1/16/2017,saturday,16,18,0,19,Orlando,CO,
9548,pharetra.ut@pretiumetrutrum.co.uk,Hunger Drive,Faith-based,11/7/2018,thursday,14,15,0,12,Newport News,GA,
9549,ornare.facilisis.eget@convallis.org,Education Social Media Fundraising,Sports,6/14/2017,thursday,13,15,0,20,Athens,WA,
9550,amet.nulla.Donec@in.org,Arts and Crafts Charity Auction,Environment,11/22/2018,wednesday,9,10,0,15,Stamford,TN,
9551,blandit@In.com,Youth Charity,Homeless,12/22/2018,monday,7,10,0,15,Birmingham,HI,
9552,Curabitur@massanon.net,Homeless Social Media Fundraising,Youth,1/28/2018,saturday,16,17,0,15,Lawton,HI,
9553,nunc.ac.mattis@Namporttitor.co.uk,Arts and Crafts Social Media Fundraising,Environment,8/26/2017,friday,17,18,0,9,Athens,KY,
9554,fermentum.fermentum@necanteblandit.edu,Health Drive,Homeless,3/7/2017,monday,11,14,0,25,Pocatello,AK,
9555,Aliquam@metusVivamuseuismod.edu,Disaster Relief Charity Auction,Women,7/12/2017,saturday,12,15,0,6,Milwaukee,AR,
9556,varius.et.euismod@elitfermentumrisus.org,LGBT Foundation,Seniors,6/28/2018,monday,9,10,0,5,Detroit,IN,
9557,nisi@blandit.co.uk,Disaster Relief Guest Speaker,Human Rights,4/29/2018,friday,17,19,0,5,Rockville,ME,
9558,In.mi.pede@tristiqueaceleifend.org,Technology Foundation,Politics,6/30/2017,tuesday,8,9,0,20,Wilmington,OH,
9559,ante.Nunc@Morbi.com,LGBT Charity Auction,Youth,1/30/2019,saturday,14,17,0,15,Davenport,CA,
9560,interdum.ligula.eu@mollisvitae.ca,Faith-based Guest Speaker,Animals,11/14/2018,thursday,11,12,0,22,Austin,DE,
9561,ac.sem.ut@dignissim.org,Technology Charity Auction,Human Rights,6/10/2017,saturday,12,15,0,8,Springdale,AK,
9562,egestas.a@molestie.org,Sports Charity Auction,Health,8/20/2018,friday,17,20,0,22,Rockville,NV,
9563,Fusce.feugiat@tempus.com,Human Rights Charity Auction,Hunger,2/18/2019,wednesday,14,15,0,4,Warren,KY,
9564,eu@nequeInornare.com,Seniors Drive,Homeless,9/26/2018,wednesday,11,12,0,2,Lincoln,PA,
9565,molestie@nisl.net,Homeless Social Media Fundraising,Sports,9/11/2018,wednesday,10,13,0,11,Grand Rapids,AL,
9566,sit.amet.ante@pharetrafeliseget.ca,Homeless Drive,Environment,4/13/2017,wednesday,7,8,0,10,Jonesboro,KS,
9567,sem.ut.dolor@sapiengravidanon.edu,Seniors Social Media Fundraising,Sports,1/21/2019,tuesday,12,15,0,22,Springfield,TN,
9568,eget.metus@interdum.org,Disaster Relief Charity,Women,3/4/2017,wednesday,14,15,0,25,Des Moines,NV,
9569,feugiat@convallisin.edu,Hunger Charity,Youth,8/26/2018,tuesday,15,17,0,21,Owensboro,VA,
9570,Donec.dignissim.magna@odioNam.net,Technology Charity,Health,3/28/2018,friday,12,15,0,6,Shreveport,MI,
9571,ipsum@ut.edu,Hunger Charity,International,4/15/2019,saturday,11,13,0,22,Wilmington,OK,
9572,In@Quisquetincidunt.co.uk,Environment Social Media Fundraising,Homeless,10/17/2018,wednesday,16,19,0,12,Frederick,IN,
9573,a.facilisis@ipsumportaelit.ca,Seniors Charity,Environment,4/11/2018,tuesday,15,18,0,11,Spokane,MT,
9574,urna.suscipit@quis.org,International Guest Speaker,Arts and Crafts,12/17/2018,tuesday,16,17,0,13,Kaneohe,OH,
9575,dignissim.tempor@nequetellus.org,Homeless Social Media Fundraising,Hunger,9/11/2017,tuesday,16,18,0,5,New Haven,NE,
9576,leo.in@Nullamlobortisquam.edu,Faith-based Charity,Seniors,1/18/2018,saturday,17,19,0,13,Lansing,UT,
9577,sem@metusurnaconvallis.edu,Sports Drive,Sports,11/5/2018,sunday,12,15,0,12,Nampa,MA,
9578,massa.Suspendisse@nascetur.edu,Seniors Foundation,Human Rights,2/2/2019,thursday,10,11,0,11,Ketchikan,OK,
9579,Nunc.mauris@dictumProin.org,Youth Drive,Hunger,7/19/2018,tuesday,10,12,0,16,Carson City,OR,
9580,ligula.Aenean.gravida@Fuscefermentum.com,Technology Walk,International,7/8/2018,friday,9,10,0,16,Iowa City,GA,
9581,Nam@purusMaecenas.ca,LGBT Guest Speaker,LGBT,4/27/2018,saturday,11,12,0,15,Newport News,MI,
9582,iaculis.quis.pede@fermentumrisusat.ca,Youth Foundation,Women,1/15/2019,sunday,15,17,0,18,Carson City,PA,
9583,Aliquam.nec@Vestibulumante.com,Hunger Charity,LGBT,4/8/2017,tuesday,7,9,0,8,South Burlington,MS,
9584,dictum@magnased.ca,International Walk,Hunger,12/30/2017,sunday,14,16,0,7,San Antonio,PA,
9585,purus.ac@odioNam.org,Human Rights Social Media Fundraising,Disaster Relief,11/1/2018,wednesday,10,11,0,4,Meridian,WI,
9586,mauris.sapien.cursus@liberoProinmi.net,Politics Charity Auction,Disaster Relief,6/18/2018,sunday,10,13,0,4,Bridgeport,UT,
9587,ut@dignissimpharetraNam.edu,Hunger Charity,Animals,7/24/2018,saturday,9,10,0,19,Joliet,WY,
9588,nulla.at@tempusrisus.net,LGBT Foundation,Homeless,12/6/2018,friday,7,8,0,18,College,AK,
9589,nulla@anteMaecenasmi.com,Homeless Guest Speaker,International,7/1/2017,thursday,12,15,0,20,Green Bay,GA,
9590,rhoncus@Cras.org,Arts and Crafts Social Media Fundraising,Technology,4/24/2017,friday,7,9,0,5,South Burlington,OR,
9591,ac.mattis@anteMaecenasmi.ca,Animals Walk,Women,11/25/2017,saturday,15,16,0,12,Frederick,IN,
9592,sit.amet@Phasellusfermentum.co.uk,LGBT Drive,Environment,7/23/2018,saturday,17,20,0,9,Newark,OH,
9593,lacus.Nulla.tincidunt@lorem.co.uk,Arts and Crafts Foundation,Women,1/4/2018,friday,7,8,0,10,Racine,UT,
9594,in.sodales.elit@pretiumnequeMorbi.com,Seniors Charity Auction,Human Rights,5/18/2017,sunday,10,12,0,2,Gulfport,OH,
9595,ultrices.iaculis@risusDonec.ca,Hunger Guest Speaker,Seniors,7/28/2017,thursday,16,18,0,14,Shreveport,WY,
9596,Duis.mi@lacusvariuset.ca,Women Guest Speaker,Human Rights,2/5/2019,saturday,17,18,0,11,Honolulu,WA,
9597,quam.a.felis@purus.ca,Faith-based Foundation,Hunger,11/3/2017,wednesday,15,17,0,15,Duluth,CT,
9598,pede@elitpellentesquea.com,Arts and Crafts Guest Speaker,Politics,3/14/2019,friday,7,10,0,25,Meridian,UT,
9599,Cras.vehicula.aliquet@gravidanonsollicitudin.net,Politics Walk,Politics,12/30/2017,wednesday,11,12,0,15,Minneapolis,AK,
9600,feugiat@convallisin.edu,Technology Social Media Fundraising,Health,1/26/2017,wednesday,8,10,0,18,Boise,IL,
9601,eu@orciDonec.co.uk,Women Charity Auction,Arts and Crafts,11/2/2017,saturday,8,10,0,13,Vancouver,VT,
9602,Fusce.feugiat@tempus.com,Faith-based Foundation,Technology,5/6/2018,saturday,9,10,0,23,Paradise,TX,
9603,Etiam@posuerecubiliaCurae.ca,Disaster Relief Social Media Fundraising,Faith-based,3/21/2017,thursday,13,16,0,5,Butte,TN,
9604,fringilla.ornare@pedeetrisus.ca,Homeless Guest Speaker,Politics,2/23/2018,sunday,9,12,0,16,Jonesboro,NE,
9605,mauris.id.sapien@euismodestarcu.ca,LGBT Charity,Arts and Crafts,9/4/2018,thursday,13,14,0,4,Gresham,HI,
9606,quam@at.net,Education Walk,Technology,1/2/2018,wednesday,11,14,0,11,Chesapeake,VA,
9607,scelerisque.lorem@auctorMauris.net,Animals Social Media Fundraising,Technology,10/14/2017,sunday,16,17,0,5,Eugene,CT,
9608,lectus.quis.massa@ac.com,Arts and Crafts Charity,Human Rights,1/5/2017,saturday,9,12,0,20,Glendale,NV,
9609,Morbi@enimNuncut.edu,Environment Walk,Homeless,3/5/2018,saturday,11,14,0,3,Tulsa,VA,
9610,vel@eratnonummy.org,Hunger Foundation,Animals,11/15/2017,monday,17,19,0,8,Cheyenne,MI,
9611,auctor.vitae.aliquet@parturientmontesnascetur.net,Education Charity,Seniors,12/7/2017,thursday,9,10,0,13,Olympia,NE,
9612,non@adipiscing.com,Hunger Foundation,Women,2/27/2019,friday,7,10,0,22,Gary,MA,
9613,sodales.at@egestasAliquamnec.com,Seniors Guest Speaker,Health,2/13/2018,sunday,13,16,0,24,Laramie,MA,
9614,vitae.orci.Phasellus@justositamet.co.uk,Faith-based Charity,Human Rights,1/17/2017,sunday,15,17,0,23,Independence,MN,
9615,auctor.vitae.aliquet@parturientmontesnascetur.net,Animals Walk,Faith-based,11/2/2018,friday,14,15,0,14,Lafayette,ID,
9616,Ut@sit.org,Women Walk,Health,5/15/2017,wednesday,11,13,0,5,Joliet,IN,
9617,urna@in.edu,Health Charity Auction,International,7/30/2017,sunday,13,15,0,25,Honolulu,TX,
9618,non.luctus@malesuadafamesac.net,Seniors Guest Speaker,International,2/27/2019,wednesday,13,15,0,3,Boise,LA,
9619,justo@turpisvitaepurus.edu,Technology Drive,International,11/20/2017,tuesday,17,19,0,3,Jackson,FL,
9620,fermentum.fermentum@convalliserat.edu,Politics Walk,Environment,6/2/2018,friday,11,12,0,24,Atlanta,CO,
9621,Duis@Aliquamrutrumlorem.com,Seniors Guest Speaker,Arts and Crafts,6/2/2017,wednesday,11,14,0,9,Provo,MO,
9622,dictum@amet.edu,Youth Charity,Arts and Crafts,9/4/2017,sunday,10,13,0,6,Grand Island,MT,
9623,vulputate.mauris.sagittis@Namnullamagna.net,International Charity Auction,Disaster Relief,7/27/2018,saturday,8,11,0,10,South Portland,GA,
9624,ligula@velit.edu,Arts and Crafts Foundation,Homeless,10/23/2018,wednesday,16,19,0,12,Little Rock,MI,
9625,euismod@Suspendisse.org,Politics Charity Auction,Health,8/15/2018,tuesday,9,11,0,19,Montpelier,MA,
9626,a@estmauris.co.uk,Arts and Crafts Social Media Fundraising,Education,6/2/2018,thursday,11,14,0,19,Mobile,MA,
9627,pharetra@semutdolor.org,Youth Charity,Sports,6/2/2017,saturday,9,12,0,8,Lawton,MD,
9628,consequat.enim.diam@necdiam.co.uk,Technology Walk,Faith-based,10/14/2017,saturday,16,18,0,16,Lawton,ID,
9629,massa.lobortis.ultrices@dolorsitamet.net,Technology Guest Speaker,Hunger,6/26/2017,saturday,12,13,0,20,Missoula,KY,
9630,tortor.Integer@vitae.co.uk,Homeless Foundation,Arts and Crafts,7/16/2018,sunday,17,20,0,3,San Diego,WA,
9631,eu.elit@vulputaterisusa.edu,Hunger Drive,Animals,2/24/2019,thursday,7,8,0,8,Bellevue,VT,
9632,tincidunt.dui.augue@velitQuisquevarius.com,Human Rights Charity Auction,Homeless,1/8/2019,monday,17,20,0,7,Flint,VT,
9633,diam.lorem.auctor@Nullamenim.co.uk,Health Social Media Fundraising,Technology,1/25/2019,monday,15,17,0,20,Gary,TN,
9634,leo.Cras@feugiat.ca,Sports Charity Auction,LGBT,5/5/2018,saturday,12,14,0,7,Detroit,MI,
9635,Fusce@sit.co.uk,Hunger Foundation,Seniors,4/12/2019,saturday,7,9,0,3,Southaven,WA,
9636,elit@Nullamfeugiat.edu,Human Rights Charity,International,6/13/2017,sunday,9,10,0,8,Akron,MI,
9637,quis@duiCum.org,LGBT Social Media Fundraising,Technology,6/4/2017,monday,16,17,0,9,Independence,NV,
9638,non.dui@velit.edu,Women Social Media Fundraising,Seniors,11/29/2018,friday,14,16,0,14,Lowell,MS,
9639,consectetuer.cursus.et@urna.com,Animals Charity,Arts and Crafts,2/28/2018,sunday,13,15,0,19,Mobile,OK,
9640,sollicitudin@sem.net,Animals Charity,Technology,11/7/2018,sunday,10,11,0,25,Orlando,MN,
9641,diam.luctus@ut.edu,Disaster Relief Charity Auction,Animals,9/7/2017,tuesday,10,11,0,19,Metairie,OR,
9642,ipsum.Phasellus@dictumeleifendnunc.com,Technology Charity Auction,Homeless,8/10/2018,saturday,8,11,0,14,Boston,HI,
9643,adipiscing.non@egestas.net,Women Drive,Politics,6/30/2017,wednesday,13,15,0,25,Richmond,OR,
9644,dolor.dapibus@adipiscingMaurismolestie.edu,Environment Guest Speaker,Health,1/30/2017,monday,16,18,0,3,Pocatello,GA,
9645,ac.turpis@acurnaUt.org,Arts and Crafts Guest Speaker,Health,11/1/2017,sunday,17,19,0,5,Butte,IN,
9646,Praesent.eu.dui@et.edu,Hunger Drive,Arts and Crafts,10/11/2017,thursday,12,15,0,5,North Las Vegas,GA,
9647,id.ante@mifelis.ca,Environment Social Media Fundraising,Animals,2/12/2017,tuesday,11,13,0,9,Houston,PA,
